ano,senioridade,contrato,cargo,salario,moeda,usd,residencia,modelo_trabalho,localizacao_empresa,tamanho_empresa,residencia_iso3
2025,Sênior,Tempo Integral,Solutions Engineer,110000,USD,110000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Engineer,170000,USD,170000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Engineer,110000,USD,110000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,258000,USD,258000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,119800,USD,119800,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,149800,USD,149800,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,90210,USD,90210,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,222600,USD,222600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,106400,USD,106400,US,Presencial,US,Média,USA
2025,Pleno,Contrato,Software Engineer,162000,USD,162000,US,Presencial,US,Média,USA
2025,Pleno,Contrato,Software Engineer,140000,USD,140000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,175074,USD,175074,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Scientist,79560,USD,79560,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Developer,223400,USD,223400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Developer,96800,USD,96800,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,202000,USD,202000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,146000,USD,146000,US,Presencial,US,Média,USA
2025,Junior,Tempo Parcial,Analyst,130514,USD,130514,AU,Presencial,AU,Média,AUS
2025,Junior,Tempo Parcial,Analyst,115240,USD,115240,AU,Presencial,AU,Média,AUS
2025,Sênior,Tempo Integral,Software Engineer,160000,USD,160000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,130000,USD,130000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Architect,233450,USD,233450,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Architect,141950,USD,141950,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,100000,USD,100000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,61000,USD,61000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Management Analyst,73116,USD,73116,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Management Analyst,73116,USD,73116,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,175392,USD,175392,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Research Scientist,122774,USD,122774,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,150000,USD,150000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,130000,USD,130000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,124000,USD,124000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,77000,USD,77000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,120000,USD,120000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,90000,USD,90000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,122000,USD,122000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,78000,USD,78000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,110000,USD,110000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,70000,USD,70000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Reporter,70000,USD,70000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Reporter,60000,USD,60000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Computational Biologist,124200,USD,124200,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Computational Biologist,77000,USD,77000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Applied Scientist,258000,USD,258000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Applied Scientist,119800,USD,119800,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,163000,USD,163000,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Engineer,80000,USD,80000,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Director,309500,USD,309500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Director,185700,USD,185700,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,192000,USD,192000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,92100,USD,92100,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,192000,USD,192000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,92100,USD,92100,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,39000,EUR,41052,ES,Presencial,ES,Média,ESP
2025,Pleno,Tempo Integral,Manager,33000,EUR,34736,ES,Presencial,ES,Média,ESP
2025,Sênior,Tempo Integral,Analyst,243340,USD,243340,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,127310,USD,127310,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,203000,USD,203000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,123000,USD,123000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,165000,USD,165000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,135000,USD,135000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,280500,USD,280500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,204000,USD,204000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,203000,USD,203000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,123000,USD,123000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,175400,USD,175400,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,106300,USD,106300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Product Designer,125000,USD,125000,CA,Remoto,CA,Média,CAN
2025,Pleno,Tempo Integral,Product Designer,114000,USD,114000,CA,Remoto,CA,Média,CAN
2025,Pleno,Tempo Integral,Data Scientist,117000,USD,117000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,90000,USD,90000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,123700,USD,123700,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,68700,USD,68700,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,123700,USD,123700,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,68700,USD,68700,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,149900,USD,149900,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,75500,USD,75500,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,135000,USD,135000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,101250,USD,101250,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,19956,EUR,21006,FR,Presencial,FR,Média,FRA
2025,Junior,Tempo Integral,Data Analyst,17712,EUR,18644,FR,Presencial,FR,Média,FRA
2025,Pleno,Tempo Integral,Data Specialist,141440,USD,141440,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Specialist,96720,USD,96720,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Consultant,217200,USD,217200,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Consultant,111100,USD,111100,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,200000,USD,200000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,175947,USD,175947,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,212000,USD,212000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,212000,USD,212000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,284000,USD,284000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,162000,USD,162000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Development Engineer,179000,USD,179000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Development Engineer,112000,USD,112000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,153925,USD,153925,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Architect,85150,USD,85150,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,106200,USD,106200,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,57200,USD,57200,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,176000,USD,176000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,128000,USD,128000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,248594,USD,248594,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,177567,USD,177567,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,101500,USD,101500,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Data Analyst,54500,USD,54500,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Data Analytics Manager,195000,USD,195000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analytics Manager,105000,USD,105000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Principal Statistical Programmer,273200,USD,273200,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Principal Statistical Programmer,88300,USD,88300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,235300,USD,235300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,84400,USD,84400,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Associate,245985,USD,245985,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Associate,164530,USD,164530,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Software Engineer,107000,USD,107000,MT,Presencial,MT,Média,MLT
2025,Junior,Tempo Integral,Software Engineer,52500,USD,52500,MT,Presencial,MT,Média,MLT
2025,Sênior,Tempo Integral,Analyst,131747,USD,131747,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,80849,USD,80849,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,109000,USD,109000,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Analyst,77000,USD,77000,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Manager,126000,USD,126000,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Manager,68000,USD,68000,CA,Presencial,CA,Média,CAN
2025,Executivo,Tempo Integral,Director,145000,USD,145000,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Director,115000,USD,115000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,222600,USD,222600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,120000,USD,120000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Manager,187200,USD,187200,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Manager,100800,USD,100800,CA,Presencial,CA,Média,CAN
2025,Executivo,Tempo Integral,Director,261800,USD,261800,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Director,140800,USD,140800,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Cloud Engineer,198200,USD,198200,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Cloud Engineer,94400,USD,94400,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,119875,USD,119875,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Manager,71925,USD,71925,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Software Engineer,192050,USD,192050,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,118150,USD,118150,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,169050,USD,169050,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,124950,USD,124950,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Architect,198000,USD,198000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Architect,86900,USD,86900,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Architect,163116,USD,163116,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Architect,97870,USD,97870,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Data Analyst,85000,USD,85000,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Data Analyst,75000,USD,75000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,141000,USD,141000,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Data Analyst,61900,USD,61900,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,286300,USD,286300,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,163600,USD,163600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Owner,212333,USD,212333,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Owner,147000,USD,147000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Owner,180967,USD,180967,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Product Owner,125300,USD,125300,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Data Scientist,115000,GBP,145569,GB,Presencial,GB,Média,GBR
2025,Sênior,Tempo Integral,Data Scientist,85000,GBP,107594,GB,Presencial,GB,Média,GBR
2025,Pleno,Tempo Integral,Data Scientist,121956,USD,121956,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,93974,USD,93974,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,98817,USD,98817,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Scientist,74113,USD,74113,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,193820,USD,193820,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,140960,USD,140960,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,143000,USD,143000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,77000,USD,77000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,113000,USD,113000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Engineer,74000,USD,74000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,108212,USD,108212,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,69999,USD,69999,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,108212,USD,108212,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,69999,USD,69999,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,125000,USD,125000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,90000,USD,90000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,160000,USD,160000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,130000,USD,130000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,118700,USD,118700,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Manager,79100,USD,79100,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Manager,233000,USD,233000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Manager,144000,USD,144000,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Executive,122634,USD,122634,US,Presencial,US,Média,USA
2025,Executivo,Tempo Integral,Executive,113443,USD,113443,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,100500,USD,100500,US,Presencial,US,Média,USA
2025,Junior,Tempo Integral,Analyst,60300,USD,60300,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,122600,USD,122600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Analyst,73000,USD,73000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Architect,75000,EUR,78947,FR,Presencial,FR,Média,FRA
2025,Sênior,Tempo Integral,Architect,65000,EUR,68421,FR,Presencial,FR,Média,FRA
2025,Pleno,Tempo Integral,Analyst,176000,USD,176000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Analyst,77600,USD,77600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Business Intelligence Engineer,162600,USD,162600,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Business Intelligence Engineer,97400,USD,97400,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Data Governance Lead,165000,USD,165000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Governance Lead,120000,USD,120000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Governance Specialist,206300,USD,206300,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Governance Specialist,100600,USD,100600,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,AI Engineer,200900,USD,200900,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,AI Engineer,133900,USD,133900,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Applied Scientist,257600,USD,257600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Applied Scientist,142700,USD,142700,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,125000,USD,125000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Analyst,115000,USD,115000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,115000,USD,115000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Analyst,90000,USD,90000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,134800,USD,134800,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Data Engineer,80700,USD,80700,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Data Engineer,295000,USD,295000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Data Engineer,227000,USD,227000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,307400,USD,307400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,219400,USD,219400,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,243000,USD,243000,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Solutions Architect,162000,USD,162000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,AI Researcher,350000,USD,350000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,AI Researcher,180000,USD,180000,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Machine Learning Engineer,193000,USD,193000,US,Remoto,US,Média,USA
2025,Junior,Tempo Integral,Machine Learning Engineer,133000,USD,133000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,223600,USD,223600,US,Presencial,US,Grande,USA
2025,Pleno,Tempo Integral,Machine Learning Engineer,129300,USD,129300,US,Presencial,US,Grande,USA
2025,Sênior,Tempo Integral,Bear Robotics,262000,USD,262000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Bear Robotics,210000,USD,210000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,173250,USD,173250,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Software Engineer,118965,USD,118965,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Data Strategist,185000,USD,185000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Data Strategist,135000,USD,135000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Research Engineer,250000,USD,250000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Research Engineer,180000,USD,180000,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Product Designer,258400,USD,258400,US,Remoto,US,Média,USA
2025,Sênior,Tempo Integral,Product Designer,161500,USD,161500,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Researcher,104000,USD,104000,CA,Presencial,CA,Média,CAN
2025,Pleno,Tempo Integral,Researcher,88000,USD,88000,CA,Presencial,CA,Média,CAN
2025,Sênior,Tempo Integral,Software Development Engineer,197600,USD,197600,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Software Development Engineer,118976,USD,118976,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,253000,USD,253000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,183000,USD,183000,US,Remoto,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,165282,USD,165282,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Software Engineer,102756,USD,102756,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,167740,USD,167740,US,Presencial,US,Média,USA
2025,Sênior,Tempo Integral,Engineer,128119,USD,128119,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,94000,USD,94000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,90000,USD,90000,US,Presencial,US,Média,USA
2025,Pleno,Tempo Integral,Engineer,94000,USD,94000,US,Presencial,US,Média,USA
